Date,Month,T,W,SR,DSP,DRH,PanE
05/12/1990,12,5.8,1.44,217.6,101.5,66,1.1
06/12/1990,12,7.2,0.861,228.3,101.4,56,1.3
07/12/1990,12,7.9,0.998,222,101.2,54,1.4
08/12/1990,12,7.8,0.966,239.6,101,51,1.5
09/12/1990,12,8.2,1.125,245.1,100.9,45,1.8
10/12/1990,12,11.3,2.483,236.9,100.6,36,3
11/12/1990,12,11.2,3.084,101.7,100.6,76,1.4
12/12/1990,12,10,1.695,111.4,100.6,85,0.7
13/12/1990,12,8.5,1.877,123,100.8,79,0.8
14/12/1990,12,3.4,1.622,118.2,100.9,90,0.3
15/12/1990,12,4.5,2.724,101.8,100.3,86,0.5
16/12/1990,12,4,2.3,204.2,100.8,66,1
17/12/1990,12,4.7,1.813,152.1,101.5,79,0.6
18/12/1990,12,5.4,0.692,232.2,100.9,67,0.9
19/12/1990,12,4.6,2.979,66,99.7,88,0.5
20/12/1990,12,1.2,1.945,211.7,100.2,68,0.9
21/12/1990,12,-1.5,3.899,217.4,100.6,68,1.4
22/12/1990,12,-3,1.512,244,101.3,62,0.9
23/12/1990,12,-1.9,0.975,240.9,101.7,57,0.8
24/12/1990,12,-0.5,1.317,246.3,101.6,55,1
25/12/1990,12,0.5,1.38,231.9,101.2,53,1.1
26/12/1990,12,1.8,0.601,231.7,101,53,1
27/12/1990,12,2.7,1.79,243.6,100.8,56,1.2
28/12/1990,12,3.2,1.977,228.7,99.9,57,1.3
29/12/1990,12,1.1,1.043,202.4,100.7,74,0.6
30/12/1990,12,2.2,1.339,237.1,101.6,60,1.1
31/12/1990,12,2.3,0.72,238.9,101.5,56,1
